id	jurisdiction	name	type	target	announcement_date	effective_date	enforcement_date	removal_date	removal_method	removal_details	booster_id	duration_days	compliance	exemptions	executive_orders	enforcement_measures	authority	communications	vaccine_eligibility_info	vaccine_availability_info	ATAGI	uptake	popu_info	notes	source	ref_code	ref_no
160	VIC	(BOOSTER) Pandemic COVID-19 Mandatory Vaccination (Specified Workers) Order 2022 (No. 2)	Employment	disability worker booster dose		2022-01-12	2022-02-12	2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	7/10/21-15/12/21: COVID-19 Mandatory Vaccination (Workers) Directions No.1-No.8\n15/12/21: Pandemic COVID-19 Mandatory Vaccination (Specified Workers) Order 2021 (No 1) revoked previous order\n12/01/22: Vaccination (Specified Workers) Order 2022 (No 2) introduced booster dose \n04/02/22: Vaccination (Specified Workers) Order 2022 (No 3) added booster exemption for people under 18\n11/02/22: Vaccination (Specified Workers) Order 2022 (No 4) booster deadline is extended to 12/03/22, provided that by 12/03/22 the worker has a booking to receive their booster vaccine dose on or before 12/03/22; and the worker has provided evidence of that booster dose to the operator of workplace.\n25/02/22: Vaccination (Specified Workers) Order 2022 (No 5). Booster requirements have been included to allow specified workers who are fully\nvaccinated but not yet boosted, 18 years and over and not excepted persons to work onsite in the\nfollowing limited circumstances including working on site for up to 3 months and 14 days\n22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order		273	12/02/22- Booster dose deadline for workers that became fully vaccinated by 12/09/21\n12/03/22- Booster dose deadline for workers that became fully vaccinated after 12/09/21\n\n11/02/22: extended booster deadline is to 12/03/22, provided that by 12/03/22 the worker has a booking to receive their booster on or before 12/03/22	if a worker has a booking to receive, by the first dose deadline, they are exempted\nThe exceptional circumstances are:\n(a) a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or (b) a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or a worker is required to respond to an emergency; or (d) a worker is required to perform urgent and essential work to protect\nthe health and safety of workers or members of the public, or to protect assets and infrastructure; or (e) an education worker that is required to: (i) carry out assessments of an oral or performance examination; or (ii) work as a venue coordinator for those examinations.\n04/02/22: added booster exemption for people under 18\n25/02/22:Booster requirements have been included to allow specified workers who are fully vaccinated but not yet boosted, 18 years and over and not excepted persons to work onsite in the following limited circumstances including working on site for up to 3 months and 14 days	Pandemic COVID-19 Mandatory\nVaccination (Specified Workers) Order 2022 (No. 2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health								Pandemic Order	VICEDSW00V2	
161	VIC	(BOOSTER) Pandemic COVID-19 Mandatory Vaccination (Specified Workers) Order 2022 (No. 2)	Employment	emergency service worker (police, firefighters etc) booster dose		2022-01-12	2022-02-12	2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	7/10/21-15/12/21: COVID-19 Mandatory Vaccination (Workers) Directions No.1-No.8\n15/12/21: Pandemic COVID-19 Mandatory Vaccination (Specified Workers) Order 2021 (No 1) revoked previous order\n12/01/22: Vaccination (Specified Workers) Order 2022 (No 2) introduced booster dose \n04/02/22: Vaccination (Specified Workers) Order 2022 (No 3) added booster exemption for people under 18\n11/02/22: Vaccination (Specified Workers) Order 2022 (No 4) booster deadline is extended to 12/03/22, provided that by 12/03/22 the worker has a booking to receive their booster vaccine dose on or before 12/03/22; and the worker has provided evidence of that booster dose to the operator of workplace.\n25/02/22: Vaccination (Specified Workers) Order 2022 (No 5). Booster requirements have been included to allow specified workers who are fully\nvaccinated but not yet boosted, 18 years and over and not excepted persons to work onsite in the\nfollowing limited circumstances including working on site for up to 3 months and 14 days\n22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order		273	12/02/22- Booster dose deadline for workers that became fully vaccinated by 12/09/21\n12/03/22- Booster dose deadline for workers that became fully vaccinated after 12/09/21\n\n11/02/22: extended booster deadline is to 12/03/22, provided that by 12/03/22 the worker has a booking to receive their booster on or before 12/03/22	if a worker has a booking to receive, by the first dose deadline, they are exempted\nThe exceptional circumstances are:\n(a) a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or (b) a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or a worker is required to respond to an emergency; or (d) a worker is required to perform urgent and essential work to protect\nthe health and safety of workers or members of the public, or to protect assets and infrastructure; or (e) an education worker that is required to: (i) carry out assessments of an oral or performance examination; or (ii) work as a venue coordinator for those examinations.\n04/02/22: added booster exemption for people under 18\n25/02/22:Booster requirements have been included to allow specified workers who are fully vaccinated but not yet boosted, 18 years and over and not excepted persons to work onsite in the following limited circumstances including working on site for up to 3 months and 14 days	Pandemic COVID-19 Mandatory\nVaccination (Specified Workers) Order 2022 (No. 2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health								Pandemic Order	VICEFES00V2	
162	VIC	(BOOSTER) Pandemic COVID-19 Mandatory Vaccination (Specified Workers) Order 2022 (No. 2)	Employment	quarantine\naccommodation\nworker booster dose		2022-01-12	2022-02-12	2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	7/10/21-15/12/21: COVID-19 Mandatory Vaccination (Workers) Directions No.1-No.8\n15/12/21: Pandemic COVID-19 Mandatory Vaccination (Specified Workers) Order 2021 (No 1) revoked previous order\n12/01/22: Vaccination (Specified Workers) Order 2022 (No 2) introduced booster dose \n04/02/22: Vaccination (Specified Workers) Order 2022 (No 3) added booster exemption for people under 18\n11/02/22: Vaccination (Specified Workers) Order 2022 (No 4) booster deadline is extended to 12/03/22, provided that by 12/03/22 the worker has a booking to receive their booster vaccine dose on or before 12/03/22; and the worker has provided evidence of that booster dose to the operator of workplace.\n25/02/22: Vaccination (Specified Workers) Order 2022 (No 5). Booster requirements have been included to allow specified workers who are fully\nvaccinated but not yet boosted, 18 years and over and not excepted persons to work onsite in the\nfollowing limited circumstances including working on site for up to 3 months and 14 days\n22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order		273	12/02/22- Booster dose deadline for workers that became fully vaccinated by 12/09/21\n12/03/22- Booster dose deadline for workers that became fully vaccinated after 12/09/21\n\n11/02/22: extended booster deadline is to 12/03/22, provided that by 12/03/22 the worker has a booking to receive their booster on or before 12/03/22	if a worker has a booking to receive, by the first dose deadline, they are exempted\nThe exceptional circumstances are:\n(a) a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or (b) a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or a worker is required to respond to an emergency; or (d) a worker is required to perform urgent and essential work to protect\nthe health and safety of workers or members of the public, or to protect assets and infrastructure; or (e) an education worker that is required to: (i) carry out assessments of an oral or performance examination; or (ii) work as a venue coordinator for those examinations.\n04/02/22: added booster exemption for people under 18\n25/02/22:Booster requirements have been included to allow specified workers who are fully vaccinated but not yet boosted, 18 years and over and not excepted persons to work onsite in the following limited circumstances including working on site for up to 3 months and 14 days	Pandemic COVID-19 Mandatory\nVaccination (Specified Workers) Order 2022 (No. 2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health								Pandemic Order	VICEHQW00V2	
163	VIC	(BOOSTER) COVID-19 Mandatory Vaccination (Specified Facilities) Directions	Employment	education facility booster (including teachers, early childhood educators and educational support staff)		2022-01-25	2022-03-25	2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	"25/01/22 - Pandemic COVID-19 Mandatory Vaccination (Specified Facilities) Order 2022 (No. 3) introduced booster doses\n04/02/22 - Pandemic COVID-19 Mandatory Vaccination (Specified Facilities) Order 2022 (No. 4) added ""A worker who was unable to become fully vaccinated (boosted) before their booster deadline due to being in self-quarantine or self-isolation may attend the premises of a specified facility if they\nhave a booking to receive a booster vaccine within a specified period.""\n25/02/22: Pandemic COVID-19 Mandatory Vaccination (Specified Facilities) Order 2022 (No. 6) changed booster deadline from 25/02/22 booster to 25/03/22. An education facility worker that became fully vaccinated on or before 25 October 2021 and has not received a booster vaccine dose by 25/02/22 must not be allowed to work on the specified facility premises unless they have a booking to receive a booster vaccine dose on or before 25/03/22 and has provided evidence of that booster dose booking to their employer.\n22/04/22: Revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order"		260	For workers that became fully vaccinated on or before 25/10/21, the deadline is 25/02/22.\nFor workers that became fully vaccinated after 25/10/21, the deadline is 15/03/22.\n25/02/22 order update: deadline extended to 25/03/22	Exception — booking by first dose deadline\n(a) a worker is required to perform work or duties at the facility that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or (b) a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or continue essential operations at the facility due to an emergency situation or a critical unforeseen circumstance; or\n(c) a worker is required to attend the facility to respond to an emergency at the facility; or (d) a worker is required to perform urgent and essential work at the facility to protect the health and safety of workers or members of the public, or to protect assets and infrastructure; or (e) an education worker is required to: (i) carry out assessments of an oral or performance examination as part of the Victorian Certificate of Education or International Baccalaureate; or (ii) work as a venue coordinator for those examinations.	COVID-19 Mandatory Vaccination (Specified Facilities)\nDirections (No 10)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\n(2) A person is not guilty of an offence against subsection (1) if the person had a reasonable excuse for refusing or failing to comply with the direction or requirement.	Minister for Health					99.2% of public school teachers have had three doses of a Covid vaccine\n240 had failed to get a booster shot before the March deadline and have been placed on unauthorised leave\n180 failed to receive a first or second dose the year before\nhttps://www.theguardian.com/australia-news/2022/apr/28/victoria-stands-down-420-public-school-teachers-over-vaccine-mandates			Pandemic Order	VICEEDUT1V2	
164	VIC	Cruise Ships Protocol (No. 2)	Public Space	Cruise ship passengers		2022-06-10	2022-06-10	2022-10-12	Stated in the Order that it ends at the date and time the Pandemic (Workplace) Order is either:\n(a) amended to remove the power of the Chief Health Officer to make a\nprotocol that specifies requirements in relation to the use and operation\nof cruise ships; or (b) revoked and not immediately replaced.\nPandemic (Workplace) Order 2022 (No. 10) expired on 12/10/22			124	Must be fully vaccinated to embark\nA cruise ship operator must ensure that at least 95% of passengers travelling on a cruise ship are fully vaccinated at the point of embarkation. (Includes children and people with medical exemptions)		Cruise Ships Protocol (No. 2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health								Pandemic Order	VICEPOW0000	
165	VIC	(BOOSTER) Cruise Ships Protocol (No. 2)	Employment	Cruise ship crew members		2022-06-10	2022-06-10	2022-10-12	Stated in the Order that it ends at the date and time the Pandemic (Workplace) Order is either:\n(a) amended to remove the power of the Chief Health Officer to make a\nprotocol that specifies requirements in relation to the use and operation\nof cruise ships; or (b) revoked and not immediately replaced.\nPandemic (Workplace) Order 2022 (No. 10) expired on 12/10/22			124	Crew member can only work on a cruise ship in Victoria if they are fully vaccinated (boosted), unless the crew member is not eligible to be fully vaccinated (boosted) because less than 3 months ha passed since the worker became fully vaccinated.		Cruise Ships Protocol (No. 2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health								Pandemic Order	VICPPOW0000	
166	VIC	Pandemic Open Premises Order	Public Space	arcades, escape rooms, bingo centres				2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order			workers and visitors must be fully vaccinated and 18 or above to access open premises\n6/1/22: workers above 12 years and 2 months of age must be fully vaccinated	Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Pandemic Open Premises Order (No.1) 2021	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							Enforcement date is some time between 23/10 and 15/12/21 but the specific date is unknown as the directions cannot be found online\n\n[Source date unresolved: VIC!A67 / announcement_date]\n70% easing of restrictions 16/09/2021\n\n[Source date unresolved: VIC!C67 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2021	Pandemic Order	VICPOTHT2000	
167	VIC	Open Premises Directions	Public Space	casino operating as accommodation\npremises				2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order			visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria\n15/12/21: changed to all of VIC\n6/1/22: workers above 12 years and 2 months of age must be fully vaccinate	Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)\nPandemic Open Premises Order (No.1) 2021	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A68 / announcement_date]\n70% easing of restrictions 16/09/2022\n\n[Source date unresolved: VIC!C68 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2022	Pandemic Order	VICPOTHT4000	
168	VIC	Open Premises Directions	Public Space	casino operating as\nfood and drink\npremises				2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order			visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria\n15/12/21: changed to all of VIC\n6/1/22: workers above 12 years and 2 months of age must be fully vaccinate	Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)\nPandemic Open Premises Order (No.1) 2021	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A69 / announcement_date]\n70% easing of restrictions 16/09/2023\n\n[Source date unresolved: VIC!C69 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2023	Pandemic Order	VICPFADT100	
169	VIC	Open Premises Directions	Public Space	community premises				2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order			visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria\n15/12/21: changed to all of VIC\n6/1/22: workers above 12 years and 2 months of age must be fully vaccinate	do not apply in relation to an indoor space or an outdoor space at a community premises if that indoor space or outdoor space at the premises is operated only for the purposes of contactless collection or delivery of pre-ordered goods; providing essential public support services or essential health services; providing essential local government services or meetings, participating in essential training; a premises that has a playground, skatepark or outdoor communal exercise equipment or; providing early childhood education or care services.\nExemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)\nPandemic Open Premises Order (No.1) 2021	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A70 / announcement_date]\n70% easing of restrictions 16/09/2025\n\n[Source date unresolved: VIC!C70 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2025	Pandemic Order	VICPOTHT500	
170	VIC	Open Premises Directions	Public Space	creative arts premises				2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order			workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria\n15/12/21: changed to all of VIC and removed the clause requiring equipment to be cleaned between users\n6/1/22: workers above 12 years and 2 months of age must be fully vaccinate	Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)\nPandemic Open Premises Order (No.1) 2021	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A71 / announcement_date]\n70% easing of restrictions 16/09/2026\n\n[Source date unresolved: VIC!C71 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2026	Pandemic Order	VICPOTHT600	
171	VIC	Open Premises Directions	Public Space	entertainment and\nfunction premises\nthat are not specified\nelsewhere				2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order			workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria\n15/12/21: changed to all of VIC and added a requirement to publish a covid safe plan\n6/1/22: workers above 12 years and 2 months of age must be fully vaccinate	Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)\nPandemic Open Premises Order (No.1) 2021	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A72 / announcement_date]\n70% easing of restrictions 16/09/2027\n\n[Source date unresolved: VIC!C72 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2027	Pandemic Order	VICPOTHT700	
172	VIC	Open Premises Directions	Public Space	food and drink\npremises				2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order			visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria\n15/12/21: changed to all of VIC\n6/1/22: workers above 12 years and 2 months of age must be fully vaccinate	Doesn't apply to food courts or premises being operated only for the purposes of providing take-away goods or delivery of pre-ordered goods or if a patron attends only to take away food\nExemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)\nPandemic Open Premises Order (No.1) 2021	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A73 / announcement_date]\n70% easing of restrictions 16/09/2028\n\n[Source date unresolved: VIC!C73 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2028	Pandemic Order	VICPFADT200	
173	VIC	Open Premises Directions	Public Space	gaming machine premises				2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order			workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria\n15/12/21: changed to all of VIC and removed the 1.5m spacing requirement\n6/1/22: workers above 12 years and 2 months of age must be fully vaccinate	21/10-15/12/21: doesn't apply to regional VIC if the number of patrons in an outdoor space is less than 20, and less than 10 for indoor spaces\nExemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)\nPandemic Open Premises Order (No.1) 2021	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A74 / announcement_date]\n70% easing of restrictions 16/09/2030\n\n[Source date unresolved: VIC!C74 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2030	Pandemic Order	VICPOTHT900	
174	VIC	Open Premises Directions	Public Space	karaoke and\nnightclubs operating\nas food and drink\npremises				2022-10-12	Pandemic (Workplace) Order 2022 (No. 10) expired	22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order			workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria\n15/12/21: changed to all of VIC\n6/1/22: workers above 12 years and 2 months of age must be fully vaccinate	Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)\nPandemic Open Premises Order (No.1) 2021	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A75 / announcement_date]\n70% easing of restrictions 16/09/2032\n\n[Source date unresolved: VIC!C75 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2032	Pandemic Order	VIDPFADT300	
